date,site.ID,site.name,time,lat,lon,crew,net.sets,min.searching,dimpling,sliders,poppers,precip,wind.speed,wind.direction,cloud.cover,sea.state,secchi,temp.0m,salinity.0m,temp.1m,salinity.1m,so.taken,so.total,cu.taken,cu.total,he.taken,he.total,co.taken,co.total,pi.taken,pi.total,bycatch.spp.1,bycatch.num.1,bycatch.spp.2,bycatch.num.2,bycatch.spp.3,bycatch.num.3,mort.spp.1,mort.num.1,mort.spp.2,mort.num.2,mort.spp.3,mort.num.3,comments,preserved,initials
yyyy-mm-dd,D## OR J##,designated site name,"24 hrs
(hh:mm)",latitude in decimal degrees,longitude in decimal degrees (negative!),full names separated by commas,number of net deployments,number of minutes spent searching for fish,"dimpling activity
2015-06-21,D05,Lewis Channel,09:28,NA,NA,"Brett Johnson. Kristi Inman, Luke Rogers",0,21,0,0,0,none,0.1-5,NW,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,KI
2015-06-21,D08,Calm Channel,10:28,NA,NA,"Brett Johnson. Kristi Inman, Luke Rogers",0,22,0,0,0,none,0.1-5,W,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,KI
2015-06-21,J05,Stimpson Point,09:07,50.49608,-126.21645,"Lauren Portner, Carson White, Katie Chan",1,0,2,1,1,none,0.1-5,NW,25,0,NA,10.0,28.9,9.8,28.9,30,200,10,200,2,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-21,J06,Blenkinsop Bay,05:55,50.47630,-126.02838,"Lauren Portner, Carson White, Katie Chan",1,0,2,2,1,none,0.1-5,SE,100,1,NA,9.9,28.9,9.8,28.9,30,1200,10,1500,10,80,1,1,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-21,J10,Hanson South,13:02,50.55821,-126.73327,"Lauren Portner, Carson White, Katie Chan",2,5,1,1,1,none,0.1-5,NW,0,1,NA,10.7,28.8,10.9,28.8,30,100,10,600,1,1,0,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-22,D09,Okisollo Channel,12:27,50.30789,-125.32980,"Luke Rogers, Caroyln Knapper, Alex Hare",1,8,0,1,1,none,0.1-5,SE,25,1,NA,11.8,28.9,11.4,28.9,29,100,10,300,4,4,0,0,7,7,chinook,1,stickelback,1,NA,NA,chum,1,NA,NA,NA,NA,Data entry note: Seems secchi depth was not taken,1,KI
2015-06-22,D10,Hall Point,07:13,50.44949,-125.32427,"Luke Rogers, Caroyln Knapper, Alex Hare",2,67,0,1,1,none,0.1-5,SE,75,1,10.5,10.8,29.0,10.6,28.9,30,60,10,200,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KI
2015-06-22,D11,Turn Island,11:06,NA ,NA,"Luke Rogers, Caroyln Knapper, Alex Hare",1,52,0,1,2,none,0.1-5,S,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sockeye in set,NA,KI
2015-06-23,D04,Fransisco Point,07:14,NA ,NA,"Luke Rogers, Carolyn Knapper, Natalie Mahara ",1,25,0,1,1,none,5-10,NW,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chinook,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No sockeye in set,NA,KI
2015-06-23,D06,Gowlland Harbour,08:32,50.10264,-125.27585,"Luke Rogers, Carolyn Knapper, Natalie Mahara ",2,53,0,1,1,none,0.1-5,NW,0,1,13.7,11.2,28.9,11.1,29.0,6,6,10,2000,1,5,0,0,4,10,chinook,10,NA,NA,NA,NA,sandlance,2,NA,NA,NA,NA,NA,1,KI
2015-06-23,D07,Hoskyn Channel,06:07,NA ,NA,"Luke Rogers, Carolyn Knapper, Natalie Mahara ",0,27,2,0,2,none,0.1-5,N,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
2015-06-23,J01,Hanson North,09:36,50.58209,-126.71978,"Sean Godwin, Chris Guinchard, Andrew Bateman, Katie Pocock",1,5,2,1,0,none,0.1-5,N,0,0,NA,9.9,28.9,9.9,29.0,18,18,10,200,0,0,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-06-23,J02,Swanson Island,12:30,50.60237,-126.70219,"Sean Godwin, Chris Guinchard, Andrew Bateman",3,10,1,1,0,none,0.1-5,NW,25,1,NA,10.8,28.5,10.3,28.7,18,18,10,70,0,0,0,0,10,10,chinook,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-06-23,J03,Cracroft Point,06:20,50.54774,-126.67774,"Lauren Portner, Carson White, Dylan Smyth",2,0,2,1,1,none,0.1-5,NW,0,0,NA,10.6,28.6,10.6,28.6,30,50,10,300,5,5,1,1,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-06-23,J09,Blinkhorn Peninsula,15:45,50.54414,-126.81843,"Sean Godwin, Chris Guinchard, Andrew Bateman",1,0,2,1,1,none,0.1-5,N,50,0,NA,11.8,29.0,11.1,28.9,30,500,10,300,10,30,2,2,10,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-06-24,D09,Okisollo Channel,11:07,50.30698,-125.32590,"Carolyn Knapper, Luke Rogers, Natalie Mahara",1,2,0,1,1,none,0,NA,100,0,12.2,11.7,28.9,11.6,28.9,30,240,5,5,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,Sockeye,1,NA,NA,NA,NA,NA,1,BJ
2015-06-24,D10,Hall Point,7:05,50.44045,-125.27069,"Carolyn Knapper, Luke Rogers, Natalie Mahara",1,10,1,0,0,none,0.1-5,SE,100,0,11.0,10.6,28.7,10.5,29.0,7,7,10,40,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BJ
2015-06-24,D11,Turn Island,08:58,50.34969,-125.44451,"Carolyn Knapper, Luke Rogers, Natalie Mahara",1,12,0,1,1,none,0.1-5,SE,100,1,13.8,11.2,29.2,11.2,29.2,9,9,10,500,0,0,0,0,10,300,chinook,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BJ
2015-06-24,J05,Stimpson Point,10:20,50.49837,-126.21404,"Sean Godwin, Samantha Crowley, Andrew Bateman",1,3,0,1,1,moderate,0.1-5,SE,100,0,NA,10.5,28.7,10.4,28.7,30,60,10,400,1,1,0,0,10,20,chinook,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-06-24,J06,Blenkinsop Bay,05:30,50.47705,-126.02871,"Sean Godwin, Samantha Crowley, Andrew Bateman",1,2,1,1,1,light,0,NA,100,0,NA,10.5,28.8,10.4,28.8,8,8,10,200,10,70,1,1,10,20,chinook,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-06-24,J07,South Mouth,08:05,50.45524,-126.11718,"Sean Godwin, Samantha Crowley, Andrew Bateman",2,0,2,0,0,none,0.1-5,NE,100,0,NA,10.8,28.6,10.4,28.9,29,37,10,13,0,0,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-06-24,J08,Naka Creek,13:55,50.47870,-126.41567,"Sean Godwin, Samantha Crowley, Andrew Bateman",2,5,1,1,1,moderate,0.1-5,NE,100,2,NA,11.0,28.5,10.9,28.5,19,19,10,300,10,300,0,0,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-06-27,D07,Hoskyn Channel,13:10,NA,NA,"Luke Rogers, Brett Johnson, Kristi Inman",0,32,0,1,1,none,5-10,N,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,BJ
2015-06-27,D08,Calm Channel,12:16,NA,NA,"Luke Rogers, Brett Johnson, Kristi Inman",0,19,0,0,0,none,0.1-5,W,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,BJ
2015-06-27,D09,Okisollo Channel,09:22,50.30702,-125.33509,"Luke Rogers, Brett Johnson, Kristi Inman",1,18,0,1,1,none,5-10,W,25,2,15.4,12.7,28.4,12.1,28.4,19,20,10,30,0,0,0,0,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BJ
2015-06-27,J01,Hanson North,11:15,50.58165,-126.71952,"Carson White, Dylan Smyth, Peter Harrington",2,0,2,1,1,none,0.1-5,N,100,0,NA,11.2,27.1,11.0,27.2,10,10,10,400,2,2,0,0,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-27,J09,Blinkhorn Peninsula,15:00,50.54380,-126.81988,"Carson White, Dylan Smyth, Peter Harrington",1,0,1,2,1,none,0,NA,0,0,NA,14.4,29.1,11.5,29.2,30,100,10,1200,10,10,0,0,10,800,Chinnook,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-27,J10,Hanson South,07:00,50.55961,-126.75420,"Carson White, Dylan Smyth, Peter Harrington",2,0,1,1,0,none,0.1-5,S,100,0,NA,28.9,10.3,28.9,10.2,10,10,10,115,0,0,4,4,10,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-28,J02,Swanson Island,06:05,50.60255,-126.70201,"Carson White, Dylan Smyth, Peter Harrington",2,0,2,0,1,none,0,NA,0,0,NA,9.7,29.2,9.6,29.3,0,0,10,200,5,5,10,20,10,300,Chinnook,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-28,J03,Cracroft Point,10:50,50.54277,-126.64149,"Carson White, Dylan Smyth, Peter Harrington",1,5,1,0,1,none,5-10,NW,0,1,NA,11.9,28.9,11.7,28.8,0,0,10,100,10,15,1,1,10,100,Tubesnout,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,DS
2015-06-29,D09,Okisollo Channel,10:52,50.30764,-125.33348,"Brett Johnson, Luke Rogers, Leo Pontier",2,46,1,1,1,none,0.1-5,E,75,1,10.5,12.4,28.6,12.1,28.5,8,8,10,80,0,0,0,0,2,2,chinook,2,NA,NA,NA,NA,chinook,1,NA,NA,NA,NA,NA,1,KI
2015-06-29,D10,Hall Point,06:48,NA,NA,"Brett Johnson, Luke Rogers, Leo Pontier",1,59,1,0,1,none,0.1-5,NW,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
2015-06-29,D11,Turn Island,08:17,50.34844,-125.44666,"Brett Johnson, Luke Rogers, Leo Pontier",1,8,0,1,1,none,0.1-5,NW,75,1,12.9,11.4,29.1,11.4,29.2,30,50,10,200,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KI
2015-06-29,J04,Forward Bay,13:00,NA,NA,"Carson White, Peter Harrington, Lauren Portner",0,35,0,0,1,none,5-10,NW,75,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish not at depth, saw one popper over total search time.",NA,LP
2015-06-29,J05,Stimpson Point,12:00,NA,NA,"Carson White, Peter Harrington, Lauren Portner",0,70,0,0,1,none,5-10,NW,100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish not at depth, only saw 2 poppers over total search time.",NA,LP
2015-06-29,J07,South Mouth,08:40,50.45942,-126.16916,"Carson White, Peter Harrington, Lauren Portner",1,2,2,1,1,none,0.1-5,NW,100,0,NA,10.9,28.9,10.7,28.8,30,400,10,500,5,6,0,0,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"One herring was accidentally released. Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,LP
2015-06-29,J08,Naka Creek,05:45,50.47895,-126.41667,"Carson White, Peter Harrington, Lauren Portner",1,1,2,2,2,none,0,NA,100,0,NA,11.8,28.6,11.6,28.5,0,0,10,100,2,2,0,0,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,LP
2015-07-01,D09,Okisollo Channel,12:00,NA,NA,"Carolyn Knapper, Luke Rogers, Kristi Inman ",0,20,0,0,1,none,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
2015-07-01,D10,Hall Point,10:00,NA,NA,"Carolyn Knapper, Luke Rogers, Kristi Inman ",0,37,0,0,0,none,10-15,NW,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,KI
2015-07-01,D11,Turn Island,11:06,NA,NA,"Carolyn Knapper, Luke Rogers, Kristi Inman ",0,30,0,0,1,none,5-10,W,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,NA,KI
2015-07-01,J03,Cracroft Point,08:40,50.54703,-126.67197,"Sean Godwin, Mack Bartlett, Dylan Smyth",1,1,2,0,1,none,0,NA,50,0,NA,12.1,28.8,11.0,28.9,3.0,3.0,8.0,8.0,5.0,5.0,0.0,0.0,10.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-07-01,J09,Blinkhorn Peninsula,13:00,50.54329,-126.81690,"Sean Godwin, Mack Bartlett, Dylan Smyth",1,1,1,0,1,none,0,NA,0,0,NA,11.3,29.1,11.2,29.0,30.0,40.0,10.0,100.0,10.0,20.0,3.0,10.0,10.0,200.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most sockeye in set small, likely Nimpkish or other local stock. Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-07-01,J10,Hanson South,06:50,50.55809,-126.73246,"Sean Godwin, Mack Bartlett, Dylan Smyth",1,3,1,0,1,none,0,NA,50,1,NA,10.3,29.0,10.2,29.1,4.0,3.0,10.0,400.0,2.0,2.0,0.0,0.0,10.0,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Secchi depth not possible. Tape broke, lost disc and cannon ball.",1,SG
2015-07-02,D06,Gowlland Harbour,13:18,NA,NA,"Carolyn Knapper, Luke Rogers, Kristi Inman ",0,17,0,0,0,none,10-15,NW,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,KI
2015-07-02,D07,Hoskyn Channel,08:45,NA,NA,"Carolyn Knapper, Luke Rogers, Kristi Inman ",0,16,0,0,0,none,5-10,NE,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No surface activity,NA,KI
2015-07-02,D09,Okisollo Channel,09:47,50.30377,-125.33768,"Carolyn Knapper, Luke Rogers, Kristi Inman ",2,20,0,2,0,none,0.1-5,W,0,1,12.9,12.1,28.8,11.9,28.9,30,60,10,200,10,20,0,0,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,KI
2015-07-02,J01,Hanson North,07:30,NA,NA,"Sean Godwin, Mack Bartlett, Dylan Smyth",1,40,1,0,1,none,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO = 0, CU = 300, HE = 0, CO = 0, PI = 300",NA,SG
2015-07-02,J02,Swanson Island,09:18,NA,NA,"Sean Godwin, Mack Bartlett, Dylan Smyth",1,20,2,0,1,none,10-15,NW,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO = 0, CU = 100, HE = 20, CO = 5, PI = 100, chinook = 10",NA,SG
2015-07-05,D06,Gowlland Harbour,11:57,NA,NA,"Carolyn Knapper, Brett Johnson, Luke Rogers",0,32,2,0,0,none,0.1-5,NW,100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No salmon surface activity, all herring and stickleback",NA,CK
2015-07-05,D11,Turn Island,13:30,50.34874,-125.44617,"Carolyn Knapper, Brett Johnson, Luke Rogers",1,10,0,1,1,none,0.1-5,W,25,1,11.9,11.4,28.8,11.3,28.9,1,1,10,100,0,0,0,0,10,20,NA,NA,NA,NA,NA,NA,chum,1,NA,NA,NA,NA,NA,1,CK
2015-07-06,D07,Hoskyn Channel,05:49,NA,NA,"Brett Johnson, Luke Rogers, Kristi Inman",0,23,1,0,1,none,0.1-5,N,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too sparse to target,1,BJ
2015-07-06,D09,Okisollo Channel,06:56,50.30641,-125.31584,"Brett Johnson, Luke Rogers, Kristi Inman",1,0,2,0,0,none,0,NA,25,0,11.3,11.4,29.1,11.4,29.1,4,4,10,50,7,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BJ
2015-07-06,D11,Turn Island,08:43,50.34825,-125.44895,"Brett Johnson, Luke Rogers, Kristi Inman",1,8,1,1,0,none,0.1-5,N,50,1,11.6,11.1,29.3,11.0,29.3,23,23,10,400,0,0,0,0,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,BJ
2015-07-07,D09,Okisollo Channel,14:13,50.30790,-125.32955,"Brett Johnson, Luke Rogers, Kristi Inman",2,18,1,1,1,none,0.1-5,E,25,0,11.4,12.6,29.2,12.2,29.2,5,5,10,100,3,3,0,0,10,100,Chinook,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CK
2015-07-07,D11,Turn Island,11:46,50.34797,-125.45584,"Brett Johnson, Luke Rogers, Kristi Inman",1,11,0,1,1,none,0.1-5,W,50,1,12.9,11.6,29.6,11.3,29.7,17,18,10,500,0,0,0,0,10,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CK
2015-07-07,J01,Hanson North,07:22,NA,NA,"Sean Godwin, Lauren Portner, Carson White",0,44,1,0,0,none,0,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,net not set because no smolt activity,1,SG
2015-07-07,J02,Swanson Island,05:54,NA,NA,"Sean Godwin, Lauren Portner, Carson White",1,4,1,0,0,none,0,NA,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO = 0, CU = 40, HE = 0, CO = 10, PI = 0, chinook = 2",1,SG
2015-07-07,J03,Cracroft Point,08:03,NA,NA,"Sean Godwin, Lauren Portner, Carson White",0,23,0,0,0,none,0.1-5,NW,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,net not set because no smolt activity,1,SG
2015-07-07,J09,Blinkhorn Peninsula,10:30,NA,NA,"Sean Godwin, Lauren Portner, Carson White",1,30,1,0,1,none,0,NA,100,0,9.5,29.5,10.5,29.3,10.4,30,30,10,200,0,0,1,1,10,300,chinook,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28 or 29 of sockeye were very small, likely from Nimpkish or other local watershed",1,SG
2015-07-07,J10,Hanson South,09:10,NA,NA,"Sean Godwin, Lauren Portner, Carson White",1,20,2,1,1,none,0.1-5,NW,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO = 0, CU = 300, HE = 1, CO = 5, PI = 10",1,SG
2015-07-10,J01,Hanson North,07:35,NA,NA,"Sean Godwin, Mack Bartlett, Dylan Smyth",1,35,1,0,1,none,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO = 0, CU = 100, HE = 0, CO = 0, PI = 100",1,SG
2015-07-10,J02,Swanson Island,06:54,NA,NA,"Sean Godwin, Mack Bartlett, Dylan Smyth",0,17,1,0,0,none,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,net not set because no smolt activity,1,SG
2015-07-10,J03,Cracroft Point,08:40,NA,NA,"Sean Godwin, Mack Bartlett, Dylan Smyth",1,40,1,0,0,none,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"net set on possible smolt school, fish not caught or seen again. Otherwise no smolt activity.",1,SG
2015-07-10,J10,Hanson South,10:00,NA,NA,"Sean Godwin, Mack Bartlett, Dylan Smyth",2,40,1,0,0,none,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO = 0, CU = 100, HE = 0, CO = 0, PI = 20",1,SG
2015-07-14,D09,Okisollo Channel,06:50,50.30717,-125.33303,"Brett Johnson, Luke Rogers, Kristi Inman",1,16,1,0,1,none,0,NA,50,0,10.0,12.0,28.7,12.0,28.8,30,200,8,10,0,0,0,0,1,1,chinook,1,juvenile stickelback,30,NA,NA,NA,NA,NA,NA,NA,NA,Sockeye very small,1,LR
2015-07-14,D11,Turn Island,09:33,50.34811,-125.45400,"Brett Johnson, Luke Rogers, Kristi Inman",1,26,0,1,1,none,0.1-5,W,25,1,15.8,11.9,29.2,11.7,29.2,5,5,10,300,1,1,0,0,10,200,chinook,2,NA,NA,NA,NA,pink,36,chum,36,NA,NA,72 training fish taken recorded as morts,1,LR
